client_id,current_round,last_selected_round,selected,participation_count,deposit,loss,accuracy,data_size,grad_norm,cosine_to_global_update,local_epochs,contribution
0,18,14,0,3,21.820,0.981,0.815,948,4.719,0.9997,2,0.000000
1,18,11,0,2,54.840,1.045,0.875,635,2.939,0.9997,1,0.000000
2,18,15,0,2,9.970,0.002,1.000,970,1.456,0.9997,4,0.000000
3,18,13,0,2,8.987,1.044,0.786,294,3.461,0.9997,3,0.000000
4,18,7,0,1,40.208,0.939,0.925,831,3.803,0.9999,5,0.000000
5,18,16,0,2,82.408,0.792,0.913,565,0.037,0.9995,1,0.000000
6,18,8,0,1,53.603,0.916,0.924,306,1.239,0.9998,2,0.000000
7,18,15,0,2,46.232,0.419,0.937,536,6.666,0.9999,5,0.000000
8,18,1,0,1,19.404,1.010,0.710,341,3.202,0.9868,2,0.000000
9,18,1,1,1,38.134,1.698,0.562,663,10.192,0.9992,5,0.000700
10,18,13,1,2,99.386,0.670,0.976,1124,1.517,0.9998,3,0.001700
11,18,6,0,1,71.679,0.308,0.952,349,4.764,0.9995,1,0.000000
12,18,7,0,1,76.087,0.705,0.906,565,2.445,0.9998,2,0.000000
13,18,14,0,2,94.077,0.578,0.812,356,1.261,0.9997,5,0.000000
14,18,12,0,2,81.121,0.126,0.990,988,4.982,0.9997,1,0.000000
15,18,11,0,2,59.710,0.503,0.848,231,2.376,0.9998,5,0.000000
16,18,17,1,2,41.173,0.936,0.760,265,3.311,0.9996,1,0.015000
17,18,16,0,2,87.634,0.861,0.943,294,2.456,0.9999,4,0.000000
18,18,16,0,2,25.223,0.580,0.921,664,1.291,0.9997,2,0.000000
19,18,17,0,2,48.599,0.359,0.921,575,1.100,0.9996,3,0.000000
20,18,15,0,2,89.217,0.563,0.901,834,0.046,0.9999,3,0.000000
21,18,15,0,2,99.633,1.546,0.758,706,3.095,0.9997,1,0.000000
22,18,8,0,1,71.286,1.114,0.922,1039,0.000,0.9998,3,0.000000
23,18,13,0,2,29.591,0.672,0.924,1180,0.794,0.9998,2,0.000000
24,18,17,0,3,26.886,0.185,0.941,1197,30.605,0.9997,5,0.000000
25,18,2,0,1,69.298,0.592,0.939,359,5.770,0.9994,4,0.000000
26,18,14,0,3,71.749,0.603,0.806,411,0.652,0.9997,3,0.000000
27,18,5,0,1,83.708,1.597,0.833,1181,1.976,0.9998,3,0.000000
28,18,9,0,1,0.338,1.095,0.812,654,3.219,0.9998,3,0.000000
29,18,15,0,2,70.064,0.385,0.963,1170,2.036,0.9996,1,0.000000
30,18,11,0,2,72.514,1.170,0.806,1113,3.520,0.9999,5,0.000000
31,18,5,0,1,49.578,1.355,0.804,515,15.470,0.9991,1,0.000000
32,18,14,1,3,68.004,0.434,0.907,1034,1.391,0.9999,5,-0.002000
33,18,11,0,2,0.961,1.833,0.654,808,4.188,0.9997,2,0.000000
34,18,16,0,2,52.350,0.013,1.000,1149,0.187,0.9994,1,0.000000
35,18,13,0,2,13.806,0.257,0.969,935,6.851,1.0000,4,0.000000
36,18,7,0,1,19.502,3.337,0.784,775,2.625,0.9999,4,0.000000
37,18,4,1,1,0.434,0.362,0.909,923,2.963,0.9997,2,0.000000
38,18,9,0,1,38.725,0.467,0.951,606,1.181,0.9995,2,0.000000
39,18,13,0,3,20.974,1.851,0.753,697,5.540,0.9997,2,0.000000
40,18,13,0,3,13.984,0.136,0.941,669,1.077,0.9997,5,0.000000
