client_id,current_round,last_selected_round,selected,participation_count,deposit,loss,accuracy,data_size,grad_norm,cosine_to_global_update,local_epochs,pcdi,contribution
0,94,84,0,9,46.510,0.951,0.898,297,3.351,0.9997,1,141432.90,0.000000
1,94,88,0,12,70.499,0.017,1.000,621,0.055,0.9993,1,7276.00,0.000000
2,94,48,0,5,88.257,0.241,0.981,232,0.424,0.9999,4,209403.60,0.000000
3,94,91,0,8,18.326,0.005,1.000,221,0.115,0.9999,5,49831.60,0.000000
4,94,80,0,5,73.646,0.043,1.000,756,0.235,0.9995,3,15392.10,0.000000
5,94,92,0,4,47.921,0.185,0.967,869,0.018,0.9993,1,54790.50,0.000000
6,94,93,0,10,32.717,0.320,0.930,890,8.819,0.9996,1,37796.10,0.000000
7,94,85,0,8,7.747,0.015,1.000,1165,2.804,0.9996,1,12127.60,0.000000
8,94,84,0,10,8.223,2.136,0.881,260,0.000,0.9991,1,99152.90,0.000000
9,94,93,0,9,18.545,0.153,0.975,699,0.712,0.9999,3,133986.10,0.000000
10,94,84,0,9,22.934,0.230,0.912,688,3.373,0.9996,1,10212.90,0.000000
11,94,79,0,10,22.450,0.588,0.938,384,0.001,0.9998,3,208448.00,0.000000
12,94,90,0,3,80.757,0.232,0.986,578,0.037,0.9997,2,223540.90,0.000000
13,94,88,0,8,8.771,0.540,0.925,1001,1.732,0.9997,1,44328.50,0.000000
14,94,87,0,10,87.223,0.307,0.925,271,0.364,0.9998,2,80242.40,0.000000
15,94,91,0,12,35.681,0.511,0.936,471,0.190,0.9997,2,22748.40,0.000000
16,94,93,0,14,19.926,0.108,0.984,582,0.016,0.9997,2,59819.60,0.000000
17,94,93,0,12,78.645,0.316,0.963,448,2.629,0.9996,1,49398.40,0.000000
18,94,83,0,8,91.910,0.949,0.917,771,2.642,0.9997,2,23066.00,0.000000
19,94,67,0,8,25.773,0.163,0.967,1152,2.668,0.9997,2,42400.40,0.000000
20,94,82,0,10,33.341,0.678,0.869,391,14.680,0.9996,2,57549.60,0.000000
21,94,78,0,10,86.671,0.571,0.950,289,5.791,0.9999,3,141028.90,0.000000
22,94,91,0,11,54.636,0.727,0.933,739,2.223,0.9998,3,57754.40,0.000000
23,94,78,0,9,53.377,0.020,1.000,1176,1.714,0.9999,4,48811.60,0.000000
24,94,86,0,12,10.173,0.067,1.000,543,0.015,1.0000,4,102820.40,0.000000
25,94,73,1,6,98.083,0.381,0.939,674,1.016,0.9991,1,121876.10,-0.001500
26,94,90,0,12,37.370,0.834,0.923,374,2.002,0.9999,3,113450.10,0.000000
27,94,93,0,13,61.374,0.410,0.963,406,0.160,0.9996,1,70989.60,0.000000
28,94,93,0,6,69.249,0.446,0.933,383,6.378,0.9998,3,41112.90,0.000000
29,94,82,0,11,43.686,0.469,0.927,1010,1.215,0.9995,1,40866.00,0.000000
