client_id,current_round,last_selected_round,selected,participation_count,deposit,loss,accuracy,data_size,grad_norm,cosine_to_global_update,local_epochs,pcdi,contribution
0,115,84,0,9,46.510,0.951,0.898,297,3.351,0.9997,1,141432.90,0.000000
1,115,111,0,17,30.203,0.094,0.964,755,0.239,0.9996,3,7276.00,0.000000
2,115,103,0,8,38.464,0.121,0.990,692,0.366,0.9999,2,209403.60,0.000000
3,115,99,0,9,94.416,0.018,1.000,734,4.591,0.9997,2,49831.60,0.000000
4,115,102,0,8,61.410,0.034,1.000,1108,0.018,0.9998,4,15392.10,0.000000
5,115,113,0,7,85.703,0.238,0.967,458,0.000,0.9998,3,54790.50,0.000000
6,115,106,0,14,66.312,0.543,0.895,314,0.002,0.9999,5,37796.10,0.000000
7,115,102,1,9,4.240,0.008,1.000,885,1.050,0.9999,4,12127.60,0.000300
8,115,99,0,11,60.955,1.708,0.881,1169,0.000,0.9999,5,99152.90,0.000000
9,115,111,0,11,55.260,0.254,0.975,539,1.361,0.9999,4,133986.10,0.000000
10,115,112,0,10,9.647,0.231,0.882,271,0.708,0.9998,5,10212.90,0.000000
11,115,110,0,12,80.682,0.605,0.954,995,0.013,0.9999,4,208448.00,0.000000
12,115,106,0,4,51.752,0.375,0.986,518,0.000,0.9999,4,223540.90,0.000000
13,115,88,0,8,8.771,0.540,0.925,1001,1.732,0.9997,1,44328.50,0.000000
14,115,109,0,12,57.788,0.269,0.925,275,0.189,0.9998,3,80242.40,0.000000
15,115,100,0,13,47.096,0.702,0.894,973,0.005,0.9997,3,22748.40,0.000000
16,115,108,0,15,16.681,0.333,0.953,1142,32.188,0.9999,5,59819.60,0.000000
17,115,111,0,15,6.730,0.283,0.975,210,0.428,0.9999,3,49398.40,0.000000
18,115,113,0,10,26.156,0.817,0.917,975,2.550,0.9999,5,23066.00,0.000000
19,115,113,0,10,32.383,0.128,0.967,1146,0.707,0.9999,4,42400.40,0.000000
20,115,99,0,11,16.078,0.507,0.836,754,1.919,0.9994,1,57549.60,0.000000
21,115,112,0,11,2.837,0.745,0.938,744,2.224,0.9997,2,141028.90,0.000000
22,115,111,0,14,76.914,0.579,0.933,919,2.065,0.9998,3,57754.40,0.000000
23,115,112,1,12,66.262,0.053,0.982,653,0.091,0.9999,5,48811.60,0.000300
24,115,100,0,13,67.109,0.098,0.985,215,0.021,0.9999,3,102820.40,0.000000
25,115,114,0,10,49.631,0.196,0.985,640,2.200,0.9998,3,121876.10,0.000000
26,115,108,1,13,59.447,0.476,0.945,472,3.054,0.9999,4,113450.10,0.003400
27,115,107,0,16,73.820,0.736,0.963,781,0.072,0.9999,3,70989.60,0.000000
28,115,114,0,12,30.310,0.499,0.960,1198,0.008,0.9999,5,41112.90,0.000000
29,115,112,1,15,37.034,0.292,0.976,1076,0.197,0.9999,3,40866.00,-0.000100
30,115,92,0,4,66.894,1.806,0.846,366,5.003,0.9991,1,11508.10,0.000000
31,115,104,0,10,12.821,0.473,0.857,734,22.929,0.9997,4,25595.60,0.000000
32,115,113,0,14,62.221,0.342,0.938,707,2.050,0.9996,1,59582.10,0.000000
33,115,107,0,3,0.739,0.031,1.000,838,0.082,0.9997,4,9678.40,0.000000
34,115,95,0,14,3.795,0.426,0.815,819,3.661,0.9996,2,7492.50,0.000000
35,115,106,0,11,50.277,0.214,0.948,908,1.698,0.9998,1,25774.10,0.000000
36,115,112,0,17,35.387,0.461,0.932,414,0.975,0.9999,4,93339.60,0.000000
37,115,100,0,6,46.398,0.167,0.943,594,0.162,0.9998,4,16246.00,0.000000
38,115,112,0,19,40.439,0.110,0.985,1175,0.108,1.0000,5,541202.00,0.000000
39,115,110,0,13,34.801,0.656,0.908,486,0.975,0.9999,5,32074.10,0.000000
40,115,109,0,15,35.321,1.668,0.783,1061,24.112,0.9982,4,41208.50,0.000000
41,115,109,0,10,35.830,0.462,0.929,585,0.022,0.9998,4,21036.10,0.000000
42,115,94,0,9,15.505,0.375,0.965,584,0.410,0.9999,3,23965.60,0.000000
43,115,103,0,15,2.460,0.562,0.920,972,0.000,0.9999,5,14304.90,0.000000
44,115,103,0,9,41.971,0.023,1.000,699,1.648,0.9999,5,76456.90,0.000000
45,115,113,0,15,87.176,0.675,0.957,510,0.056,0.9999,3,88320.00,0.000000
46,115,114,1,15,21.306,0.074,0.973,578,0.386,0.9998,4,29692.00,-0.001200
47,115,109,0,10,19.595,0.210,0.967,271,0.021,0.9995,2,37079.60,0.000000
48,115,100,0,12,23.920,0.017,1.000,829,0.000,0.9979,1,11346.50,0.000000
49,115,109,0,13,53.941,0.244,0.950,1109,0.018,0.9996,5,12942.40,0.000000
50,115,109,0,11,10.607,0.001,1.000,1042,0.046,0.9999,5,129564.40,0.000000
51,115,106,0,7,65.657,0.415,0.963,1131,2.144,0.9999,3,51940.90,0.000000
52,115,111,0,7,41.009,0.696,0.933,570,6.426,0.9985,1,100201.60,0.000000
53,115,111,0,12,19.371,1.051,0.875,1103,6.283,0.9999,4,31350.00,0.000000
54,115,98,0,8,63.556,1.329,0.924,262,0.755,0.9999,3,84388.40,0.000000
55,115,108,0,14,86.278,0.251,0.978,534,1.068,0.9999,2,183012.10,0.000000
56,115,106,0,14,37.925,0.725,0.881,979,2.323,0.9999,3,19722.90,0.000000
57,115,89,0,8,86.108,0.470,0.889,990,4.497,0.9998,3,20598.00,0.000000
58,115,77,0,12,52.891,0.032,1.000,488,0.205,0.9999,5,147194.00,0.000000
59,115,113,0,15,31.181,0.043,0.976,889,0.412,0.9999,4,17494.00,0.000000
60,115,114,0,15,39.676,1.331,0.842,861,0.017,0.9998,4,14008.50,0.000000
61,115,104,0,13,47.132,0.092,1.000,980,0.246,0.9998,3,86826.90,0.000000
62,115,93,0,12,8.642,0.130,0.917,736,0.797,0.9997,4,5564.10,0.000000
63,115,80,0,8,38.849,0.311,0.952,1190,1.994,0.9998,3,37212.50,0.000000
64,115,104,1,13,70.574,0.538,0.918,526,2.321,0.9997,2,63318.40,-0.000100
65,115,107,0,10,15.166,0.328,0.957,541,0.096,0.9999,4,96534.40,0.000000
66,115,110,1,12,7.184,0.309,0.950,246,8.696,0.9998,4,78542.90,-0.000500
67,115,96,0,11,25.772,0.702,0.871,1016,2.648,0.9998,3,6426.10,0.000000
68,115,102,0,16,94.323,0.436,0.900,213,2.028,0.9999,5,5704.10,0.000000
69,115,113,0,18,68.627,0.092,0.952,939,1.051,0.9998,2,7428.00,0.000000
70,115,105,0,10,77.127,0.316,0.950,494,0.088,0.9997,2,50551.60,0.000000
71,115,110,0,13,14.403,0.198,0.961,1108,0.703,0.9997,2,36013.60,0.000000
