client_id,current_round,last_selected_round,selected,participation_count,deposit,loss,accuracy,data_size,grad_norm,cosine_to_global_update,local_epochs,pcdi,contribution
0,122,84,0,9,46.510,0.951,0.898,297,3.351,0.9997,1,141432.90,0.000000
1,122,117,0,18,43.221,0.011,1.000,1066,0.002,0.9998,5,7276.00,0.000000
2,122,117,0,9,40.081,0.237,0.981,744,0.086,1.0000,4,209403.60,0.000000
3,122,99,0,9,94.416,0.018,1.000,734,4.591,0.9997,2,49831.60,0.000000
4,122,119,1,9,78.856,0.034,1.000,332,0.291,0.9998,5,15392.10,-0.000400
5,122,113,1,7,28.678,0.238,0.967,458,0.000,0.9993,3,54790.50,0.001100
6,122,121,0,16,62.541,0.284,0.912,854,0.616,0.9998,4,37796.10,0.000000
7,122,115,0,10,4.240,0.011,1.000,842,1.380,0.9999,4,12127.60,0.000000
8,122,99,0,11,60.955,1.708,0.881,1169,0.000,0.9999,5,99152.90,0.000000
9,122,118,0,12,50.634,0.059,0.988,807,1.154,0.9999,4,133986.10,0.000000
10,122,112,0,10,9.647,0.231,0.882,271,0.708,0.9998,5,10212.90,0.000000
11,122,110,0,12,80.682,0.605,0.954,995,0.013,0.9999,4,208448.00,0.000000
12,122,106,0,4,51.752,0.375,0.986,518,0.000,0.9999,4,223540.90,0.000000
13,122,88,0,8,8.771,0.540,0.925,1001,1.732,0.9997,1,44328.50,0.000000
14,122,119,1,13,38.951,0.324,0.925,963,0.000,0.9998,2,80242.40,0.002200
15,122,118,0,14,46.721,0.639,0.936,314,0.349,0.9998,3,22748.40,0.000000
16,122,108,0,15,16.681,0.333,0.953,1142,32.188,0.9999,5,59819.60,0.000000
17,122,116,0,16,89.041,0.237,0.975,490,2.078,0.9998,2,49398.40,0.000000
18,122,113,0,10,26.156,0.817,0.917,975,2.550,0.9999,5,23066.00,0.000000
19,122,113,1,10,78.298,0.128,0.967,1146,0.707,0.9998,3,42400.40,0.002100
20,122,118,0,12,10.398,0.478,0.885,507,2.294,0.9997,2,57549.60,0.000000
21,122,120,0,13,98.382,0.467,0.963,248,1.728,0.9999,5,141028.90,0.000000
22,122,111,0,14,76.914,0.579,0.933,919,2.065,0.9998,3,57754.40,0.000000
23,122,121,0,15,85.069,0.077,0.982,460,0.327,0.9999,5,48811.60,0.000000
24,122,120,0,14,18.626,0.060,1.000,870,0.993,0.9998,2,102820.40,0.000000
25,122,121,0,12,17.447,0.243,0.955,493,1.423,0.9995,1,121876.10,0.000000
26,122,116,0,15,95.742,0.770,0.923,352,1.751,0.9998,2,113450.10,0.000000
27,122,118,0,17,69.897,0.402,0.926,886,0.003,0.9999,5,70989.60,0.000000
28,122,114,0,12,30.310,0.499,0.960,1198,0.008,0.9999,5,41112.90,0.000000
29,122,115,0,16,37.034,0.350,0.963,1161,0.396,0.9999,3,40866.00,0.000000
30,122,92,0,4,66.894,1.806,0.846,366,5.003,0.9991,1,11508.10,0.000000
31,122,116,0,11,90.191,0.478,0.829,303,0.000,0.9995,3,25595.60,0.000000
32,122,113,0,14,62.221,0.342,0.938,707,2.050,0.9996,1,59582.10,0.000000
33,122,118,0,4,53.389,0.017,1.000,510,0.351,0.9989,2,9678.40,0.000000
34,122,118,0,15,74.061,0.514,0.815,1055,2.298,0.9996,3,7492.50,0.000000
35,122,118,0,12,90.544,0.203,0.966,1070,0.805,0.9995,1,25774.10,0.000000
36,122,112,0,17,35.387,0.461,0.932,414,0.975,0.9999,4,93339.60,0.000000
37,122,100,0,6,46.398,0.167,0.943,594,0.162,0.9998,4,16246.00,0.000000
38,122,117,0,20,37.879,0.049,1.000,481,0.043,1.0000,3,541202.00,0.000000
39,122,120,0,14,35.113,0.913,0.862,581,1.631,0.9999,4,32074.10,0.000000
40,122,117,0,16,36.630,1.717,0.783,874,0.000,0.9999,5,41208.50,0.000000
