id,rnd,last_sel,sel,part,loss,acc,data,grad,cos,ep,pcdi,contrib
0.000000000000000000e+00,2.700000000000000000e+01,1.400000000000000000e+01,0.000000000000000000e+00,2.000000000000000000e+00,3.794063627719879150e-01,9.038461538461538547e-01,9.610000000000000000e+02,5.485127490618981305e+00,9.998798576113021586e-01,5.000000000000000000e+00,4.514889999999999418e+04,0.000000000000000000e+00
1.000000000000000000e+00,2.700000000000000000e+01,1.600000000000000000e+01,0.000000000000000000e+00,2.000000000000000000e+00,1.630266606807708740e-01,9.375000000000000000e-01,4.290000000000000000e+02,3.168887830407643436e-02,9.996928092938199839e-01,5.000000000000000000e+00,9.002100000000000364e+03,0.000000000000000000e+00
2.000000000000000000e+00,2.700000000000000000e+01,2.700000000000000000e+01,1.000000000000000000e+00,4.000000000000000000e+00,4.713329076766967773e-01,9.200000000000000400e-01,2.620000000000000000e+02,5.413468421993121282e+00,9.996123587310907777e-01,2.000000000000000000e+00,2.312889999999999782e+04,1.599999999999934808e-03
3.000000000000000000e+00,2.700000000000000000e+01,1.900000000000000000e+01,0.000000000000000000e+00,2.000000000000000000e+00,4.271496534347534180e-01,9.193548387096773800e-01,5.420000000000000000e+02,2.574388743346176955e+00,9.998542722462510079e-01,3.000000000000000000e+00,4.829439999999999418e+04,0.000000000000000000e+00
4.000000000000000000e+00,2.700000000000000000e+01,2.700000000000000000e+01,1.000000000000000000e+00,3.000000000000000000e+00,5.689131617546081543e-01,9.333333333333333481e-01,2.210000000000000000e+02,2.675661852652231332e+00,9.997990677670794968e-01,4.000000000000000000e+00,6.980399999999999636e+03,1.399999999999956835e-03
5.000000000000000000e+00,2.700000000000000000e+01,1.800000000000000000e+01,0.000000000000000000e+00,2.000000000000000000e+00,3.698647287674248219e-01,9.393939393939394478e-01,5.940000000000000000e+02,2.513510287501834917e+00,9.997886939814545348e-01,3.000000000000000000e+00,9.175640000000000873e+04,0.000000000000000000e+00
6.000000000000000000e+00,2.700000000000000000e+01,1.200000000000000000e+01,0.000000000000000000e+00,2.000000000000000000e+00,9.381182938814163208e-01,9.189189189189189699e-01,9.750000000000000000e+02,2.964787951433874635e+00,9.998363061769852678e-01,2.000000000000000000e+00,3.728890000000000146e+04,0.000000000000000000e+00
7.000000000000000000e+00,2.700000000000000000e+01,2.300000000000000000e+01,0.000000000000000000e+00,5.000000000000000000e+00,5.587910786271095276e-01,9.305555555555555802e-01,3.080000000000000000e+02,3.980153525878075804e+00,9.999254687500459537e-01,5.000000000000000000e+00,6.465160000000000582e+04,0.000000000000000000e+00
8.000000000000000000e+00,2.700000000000000000e+01,2.600000000000000000e+01,0.000000000000000000e+00,4.000000000000000000e+00,5.249092280864715576e-01,9.016393442622950838e-01,1.125000000000000000e+03,9.339102510977586036e+00,9.998507631416796437e-01,5.000000000000000000e+00,6.952689999999997963e+04,0.000000000000000000e+00
9.000000000000000000e+00,2.700000000000000000e+01,2.600000000000000000e+01,0.000000000000000000e+00,4.000000000000000000e+00,6.050410196185112000e-01,9.268292682926829729e-01,3.020000000000000000e+02,2.675450082940188157e+00,9.998925794960630276e-01,4.000000000000000000e+00,6.515410000000000582e+04,0.000000000000000000e+00
1.000000000000000000e+01,2.700000000000000000e+01,1.200000000000000000e+01,0.000000000000000000e+00,2.000000000000000000e+00,5.176023934036493301e-01,9.275362318840579823e-01,6.480000000000000000e+02,4.820696908028689442e+00,9.999084411299240527e-01,5.000000000000000000e+00,5.521560000000000582e+04,0.000000000000000000e+00
1.100000000000000000e+01,2.700000000000000000e+01,2.400000000000000000e+01,0.000000000000000000e+00,3.000000000000000000e+00,7.576279044151306152e-01,8.367346938775510612e-01,9.710000000000000000e+02,3.350399758895880264e+00,9.995934657233409570e-01,1.000000000000000000e+00,1.373409999999999854e+04,0.000000000000000000e+00
1.200000000000000000e+01,2.700000000000000000e+01,2.300000000000000000e+01,0.000000000000000000e+00,4.000000000000000000e+00,2.654289118945598602e-01,9.361702127659574657e-01,9.820000000000000000e+02,2.896835202940250653e+00,9.998299079356631758e-01,4.000000000000000000e+00,5.152090000000000146e+04,0.000000000000000000e+00
1.300000000000000000e+01,2.700000000000000000e+01,1.300000000000000000e+01,0.000000000000000000e+00,2.000000000000000000e+00,5.639877114444971085e-01,9.402985074626866169e-01,5.570000000000000000e+02,4.568628813698979663e+00,9.996464886647533632e-01,4.000000000000000000e+00,7.717289999999999418e+04,0.000000000000000000e+00
