id,rnd,last_sel,sel,part,loss,acc,data,grad,cos,ep,pcdi,contrib
0.000000000000000000e+00,9.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,9.303849637508392334e-01,8.653846153846154188e-01,5.620000000000000000e+02,2.554188655146572007e+00,9.993708511335209765e-01,2.000000000000000000e+00,4.514889999999999418e+04,0.000000000000000000e+00
1.000000000000000000e+00,9.000000000000000000e+00,6.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.784322410821914673e-01,9.375000000000000000e-01,1.076000000000000000e+03,5.378860509565802417e+00,9.994388477283037142e-01,2.000000000000000000e+00,9.002100000000000364e+03,0.000000000000000000e+00
2.000000000000000000e+00,9.000000000000000000e+00,5.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,6.747520267963409424e-01,8.800000000000000044e-01,7.620000000000000000e+02,3.981976963256679714e+00,9.997834049297349424e-01,3.000000000000000000e+00,2.312889999999999782e+04,0.000000000000000000e+00
3.000000000000000000e+00,9.000000000000000000e+00,9.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,4.041853547096252441e-01,9.193548387096773800e-01,2.380000000000000000e+02,2.347098956056096419e+00,9.998732937262000409e-01,4.000000000000000000e+00,4.829439999999999418e+04,1.699999999999923794e-03
4.000000000000000000e+00,9.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,6.980399999999999636e+03,0.000000000000000000e+00
5.000000000000000000e+00,9.000000000000000000e+00,8.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,4.430548431118950248e-01,9.242424242424241987e-01,1.177000000000000000e+03,2.038687258130452040e+00,9.998096171744662586e-01,3.000000000000000000e+00,9.175640000000000873e+04,0.000000000000000000e+00
6.000000000000000000e+00,9.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,2.623597085475921631e+00,7.972972972972972583e-01,1.083000000000000000e+03,4.297547323387977514e+00,9.989978772199360479e-01,1.000000000000000000e+00,3.728890000000000146e+04,0.000000000000000000e+00
7.000000000000000000e+00,9.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,6.465160000000000582e+04,0.000000000000000000e+00
8.000000000000000000e+00,9.000000000000000000e+00,9.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,4.527357965707778931e-01,9.180327868852459217e-01,2.090000000000000000e+02,5.065363622370270491e+00,9.998503642828978633e-01,4.000000000000000000e+00,6.952689999999997963e+04,-4.300000000000081535e-03
9.000000000000000000e+00,9.000000000000000000e+00,5.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,6.326895058155059814e-01,8.780487804878048808e-01,3.010000000000000000e+02,4.248306215580334388e+00,9.995550936776097517e-01,1.000000000000000000e+00,6.515410000000000582e+04,0.000000000000000000e+00
