client_id,current_round,last_selected_round,selected,participation,loss,accuracy,data_size,grad_norm,cosine,local_epochs,pcdi,contribution
0,31,22,0,3,0.0449,1.0000,1190,0.0580,0.9995,2.0,8170.40,0.000000
1,31,29,0,3,0.0277,1.0000,1187,1.5129,0.9996,3.0,19912.50,0.000000
2,31,25,0,3,0.4311,0.8750,870,0.9198,0.9996,3.0,7660.40,0.000000
3,31,22,0,3,0.0400,1.0000,792,1.6570,0.9944,3.0,58.00,0.000000
4,31,28,0,3,0.9899,0.8378,746,4.9754,0.9997,5.0,40494.50,0.000000
5,31,11,0,2,0.6779,0.9504,908,1.5813,1.0000,5.0,446554.90,0.000000
6,31,14,0,2,0.0540,0.9756,932,0.2275,0.9997,2.0,112931.60,0.000000
7,31,28,0,6,1.1054,0.9038,1093,1.0508,0.9999,4.0,32376.40,0.000000
8,31,29,0,5,0.7193,0.9074,665,6.4861,0.9999,5.0,50702.90,0.000000
9,31,14,0,2,0.0020,1.0000,685,0.0000,0.9999,5.0,81088.10,0.000000
10,31,31,1,4,0.4991,0.8571,840,0.9777,0.9992,1.0,4378.00,0.071429
11,31,15,0,2,0.1883,0.9655,654,5.5423,0.9991,1.0,91690.50,0.000000
12,31,23,0,3,0.1081,0.9524,903,0.0058,0.9993,2.0,17365.60,0.000000
13,31,15,0,2,0.0144,1.0000,1196,0.0018,0.9998,3.0,311342.40,0.000000
14,31,21,0,3,0.1852,0.9869,972,7.8846,1.0000,5.0,3866784.90,0.000000
15,31,28,0,3,0.2078,0.9231,779,3.3709,0.9997,5.0,12542.50,0.000000
16,31,13,0,2,0.0170,1.0000,797,2.4620,0.9997,2.0,80759.60,0.000000
17,31,18,0,2,0.6842,0.9851,407,2.8034,0.9999,2.0,380166.90,0.000000
18,31,16,0,2,0.3281,0.9444,397,4.7746,0.9997,4.0,86568.90,0.000000
19,31,30,0,3,0.4015,0.9412,1087,4.7417,0.9998,4.0,86346.00,0.000000
20,31,14,0,2,0.2133,0.9848,1197,0.0434,0.9999,4.0,133222.00,0.000000
21,31,15,0,2,0.0000,1.0000,780,0.0000,0.9998,4.0,88591.60,0.000000
22,31,28,0,3,0.1406,0.9750,1022,3.8495,0.9998,4.0,28062.10,0.000000
23,31,28,0,3,0.0597,1.0000,1127,0.6022,0.9998,4.0,34554.90,0.000000
24,31,30,0,3,0.7884,0.9737,275,0.0041,0.9998,2.0,126562.50,0.000000
25,31,22,0,3,0.0004,1.0000,768,3.1136,0.9992,5.0,3854.00,0.000000
26,31,12,0,2,0.1669,0.9780,800,0.7548,0.9998,2.0,263665.60,0.000000
27,31,30,0,3,0.8468,0.8764,836,0.0596,0.9998,2.0,152732.10,0.000000
28,31,20,0,2,0.6213,0.9397,1147,2.9634,0.9998,1.0,308312.90,0.000000
29,31,22,0,3,0.4196,0.8889,1024,1.6856,0.9991,5.0,11139.60,0.000000
30,31,26,0,5,0.2406,0.8000,701,3.3499,0.9993,3.0,607.60,0.000000
31,31,27,0,3,2.1073,0.8743,926,13.7891,1.0000,3.0,549238.40,0.000000
32,31,13,0,2,0.0000,1.0000,200,0.0000,0.9997,3.0,182473.60,0.000000
33,31,20,0,2,0.2514,0.9355,479,0.2419,0.9999,3.0,77373.60,0.000000
34,31,26,0,4,0.1837,1.0000,914,4.1290,0.9993,3.0,2228.10,0.000000
