client_id,current_round,last_selected_round,selected,participation_count,deposit,loss,accuracy,data_size,grad_norm,cosine_to_global_update,local_epochs
0,37,21,0,2,20.828,0.260,0.967,492,0.919,0.4734,3
1,37,31,0,3,43.550,0.126,0.967,1153,0.050,0.3819,5
2,37,21,0,2,29.762,0.608,0.883,1186,2.873,0.2916,1
3,37,20,0,3,70.902,0.035,1.000,1140,4.335,0.2139,1
4,37,37,1,6,22.416,0.253,0.967,265,0.044,0.3339,5
5,37,37,1,3,63.916,0.171,0.983,314,0.094,0.2763,4
6,37,7,0,1,54.066,0.512,0.917,342,2.521,0.2630,1
7,37,33,0,3,66.639,0.263,0.917,1128,0.196,0.1595,1
8,37,32,0,6,50.482,0.031,1.000,1060,0.223,0.2751,3
9,37,11,0,2,86.322,0.337,0.933,576,0.010,0.4339,5
10,37,17,0,3,85.626,0.531,0.933,397,0.120,0.4325,5
11,37,36,0,6,5.522,0.058,0.983,399,3.122,0.2684,1
12,37,29,0,4,34.334,0.404,0.933,731,0.910,0.3815,2
13,37,33,0,8,23.971,0.361,0.967,1130,0.100,0.3810,4
14,37,33,0,3,21.539,0.049,1.000,1156,0.251,0.5294,5
15,37,17,0,3,48.951,0.025,1.000,860,1.671,0.3383,3
16,37,35,0,5,77.952,0.115,0.967,1122,2.864,0.3854,2
17,37,26,0,2,4.573,0.181,0.967,650,0.029,0.3116,4
18,37,37,1,7,73.870,0.013,1.000,443,0.696,0.2718,4
19,37,1,0,1,68.073,4.048,0.333,505,1.721,0.9404,3
20,37,19,0,3,68.658,0.166,0.967,753,1.356,0.4306,3
21,37,20,0,3,73.409,0.051,0.983,675,2.206,0.2976,3
22,37,36,0,5,42.740,0.063,0.983,1112,0.012,0.3323,5
23,37,34,0,6,18.233,0.499,0.967,756,0.251,0.4413,4
24,37,33,0,4,25.950,0.062,0.983,372,0.075,0.3581,4
25,37,33,0,5,46.122,0.194,0.967,437,0.278,0.3298,3
26,37,29,0,5,72.317,0.171,0.950,487,0.064,0.2116,1
27,37,37,1,4,36.056,0.176,0.967,475,0.116,0.4524,5
28,37,10,0,1,97.878,0.052,1.000,602,0.900,0.5739,5
29,37,28,0,4,15.404,0.358,0.967,717,4.148,0.2697,1
30,37,29,0,5,60.545,0.179,0.967,676,0.167,0.2879,3
31,37,30,0,3,98.826,0.228,0.967,478,0.969,0.1862,1
32,37,36,0,6,67.836,0.169,0.967,231,2.357,0.3928,2
33,37,29,0,2,61.211,0.011,1.000,1061,0.367,0.2431,2
34,37,29,0,5,85.578,0.233,0.967,604,0.994,0.4655,4
35,37,19,0,2,86.960,0.181,0.967,1180,0.125,0.3990,4
36,37,32,0,2,17.022,0.077,0.983,377,0.019,0.3843,4
37,37,37,1,3,22.966,0.027,1.000,308,0.134,0.4682,3
38,37,28,0,5,1.881,0.265,0.967,805,0.136,0.4426,5
39,37,34,0,5,49.704,0.337,0.917,288,0.028,0.2151,3
40,37,30,0,4,7.755,0.056,1.000,744,0.137,0.4759,5
41,37,35,0,6,94.884,0.323,0.950,389,0.040,0.4875,5
42,37,28,0,3,17.036,0.223,0.967,1183,0.317,0.3508,2
43,37,16,0,2,37.716,0.566,0.933,204,0.048,0.3789,5
