client_id,current_round,last_selected_round,selected,participation,loss,accuracy,data_size,grad_norm,cosine,local_epochs,pcdi,contribution
0,12,12,1,2,0.2020,0.9000,965,2.5289,0.9994,4.0,4702.90,0.900000
1,12,5,0,1,0.9320,0.9364,686,2.2947,0.9998,2.0,273843.60,0.000000
2,12,4,0,1,0.0015,1.0000,1194,0.0628,0.9996,5.0,7272.90,0.000000
3,12,12,1,2,0.0020,1.0000,467,0.1089,0.9997,5.0,60048.10,1.000000
4,12,7,0,1,0.1047,0.9889,513,0.0144,0.9999,4.0,268226.00,0.000000
5,12,3,0,1,0.0446,1.0000,1182,1.9460,0.9944,3.0,518.40,0.000000
6,12,4,0,1,0.3537,0.8824,897,2.7994,0.9989,2.0,24452.90,0.000000
7,12,5,0,1,0.1233,0.9643,274,0.4647,0.9999,5.0,180917.60,0.000000
8,12,8,0,1,0.5539,0.8929,1072,0.2756,0.9987,2.0,13526.00,0.000000
9,12,12,1,2,0.4224,0.9533,1200,0.1602,0.9999,3.0,153226.90,0.953271
10,12,9,0,1,4.3697,0.7099,752,8.8994,0.9999,4.0,224128.50,0.000000
11,12,7,0,1,0.1214,0.9841,845,1.4505,0.9995,1.0,133680.50,0.000000
12,12,3,0,1,0.1613,0.9474,202,2.3427,0.9998,5.0,46510.10,0.000000
13,12,8,0,1,0.1912,0.9804,590,2.4075,0.9998,4.0,41238.10,0.000000
14,12,10,0,1,0.3171,0.9429,854,0.0001,0.9991,3.0,45978.10,0.000000
15,12,7,0,1,1.2753,0.8039,452,3.1884,0.9997,2.0,30907.60,0.000000
16,12,9,0,1,0.3586,0.9000,300,2.6520,0.9986,1.0,12513.60,0.000000
17,12,6,0,1,0.6072,0.9048,241,0.0000,0.9991,3.0,23382.40,0.000000
18,12,4,0,1,0.4209,0.9763,916,0.1341,1.0000,4.0,666072.00,0.000000
19,12,11,0,2,1.2736,0.8833,349,1.5343,0.9999,2.0,459989.60,0.000000
20,12,3,0,1,0.2249,0.9167,407,7.4271,0.9972,2.0,3921.60,0.000000
21,12,6,0,1,0.4010,0.8800,241,1.3513,0.9989,3.0,12494.90,0.000000
22,12,12,1,2,0.6828,0.9453,1188,0.0000,1.0000,5.0,412800.40,0.945312
23,12,11,0,2,0.1231,0.9878,646,1.7361,0.9999,3.0,171330.40,0.000000
24,12,9,0,1,0.9755,0.7963,1110,5.4827,0.9987,1.0,85037.60,0.000000
25,12,6,0,1,0.0023,1.0000,928,0.0988,0.9998,5.0,177588.40,0.000000
26,12,10,0,1,0.1064,0.9667,408,1.0183,0.9997,4.0,19612.10,0.000000
27,12,4,0,1,1.2530,0.7895,732,9.3445,0.9978,1.0,33760.90,0.000000
